transaction_id,user_id,item_id,purchase_price,quantity,rating,interaction_type,device,purchase_time,timestamp,timestamp_epoch,total_amount,interaction_weight,device_code,implicit_rating
TXN_100147,1031.0,512,148.09,2,4.9,add_to_cart,mobile_app,2024-05-19 12:29:59,2024-05-19 12:29:59,1716121799,296.18,2.0,0,9.8
TXN_100148,1021.0,507,38.21,1,5.0,purchase,web,2024-03-02 18:24:14,2024-03-02 18:24:14,1709403854,38.21,3.0,1,15.0
TXN_100149,1050.0,514,35.27,1,1.4,add_to_cart,mobile_app,2024-05-01 22:58:51,2024-05-01 22:58:51,1714604331,35.27,2.0,0,2.8
TXN_100150,1025.0,513,28.13,2,3.5,view,web,2024-06-15 04:31:02,2024-06-15 04:31:02,1718425862,56.26,1.0,1,3.5
TXN_100151,1009.0,517,49.39,1,3.8,purchase,mobile_app,2024-03-25 03:55:54,2024-03-25 03:55:54,1711338954,49.39,3.0,0,11.399999999999999
TXN_100152,1029.0,504,68.17,1,5.0,add_to_cart,mobile_app,2024-04-26 00:46:09,2024-04-26 00:46:09,1714092369,68.17,2.0,0,10.0
TXN_100153,1027.0,505,90.13,1,3.0,view,mobile_app,2024-03-08 10:39:44,2024-03-08 10:39:44,1709894384,90.13,1.0,0,3.0
TXN_100154,1026.0,503,12.8,2,2.8,view,web,2024-06-21 17:24:20,2024-06-21 17:24:20,1718990660,25.6,1.0,1,2.8
TXN_100155,1041.0,516,63.49,2,4.2,view,mobile_app,2024-01-10 19:04:15,2024-01-10 19:04:15,1704913455,126.98,1.0,0,4.2
TXN_100156,1041.0,510,46.09,3,3.3,view,web,2024-01-24 13:06:48,2024-01-24 13:06:48,1706101608,138.27,1.0,1,3.3
TXN_100157,1041.0,504,67.58,1,4.9,view,mobile_app,2024-06-26 09:57:01,2024-06-26 09:57:01,1719395821,67.58,1.0,0,4.9
TXN_100158,1003.0,511,55.61,1,4.3,view,mobile_app,2024-03-16 11:23:27,2024-03-16 11:23:27,1710588207,55.61,1.0,0,4.3
TXN_100159,1010.0,508,16.69,2,3.1,view,web,2024-05-24 21:50:11,2024-05-24 21:50:11,1716587411,33.38,1.0,1,3.1
TXN_100160,1011.0,506,18.28,1,2.8,view,web,2024-04-07 19:43:15,2024-04-07 19:43:15,1712518995,18.28,1.0,1,2.8
TXN_100161,1032.0,519,50.79,3,5.0,view,mobile_app,2024-04-28 20:16:29,2024-04-28 20:16:29,1714335389,152.37,1.0,0,5.0
TXN_100162,1017.0,501,33.12,1,2.9,add_to_cart,web,2024-04-29 09:43:34,2024-04-29 09:43:34,1714383814,33.12,2.0,1,5.8
TXN_100164,1028.0,509,38.25,1,2.9,view,mobile_app,2024-03-18 06:24:54,2024-03-18 06:24:54,1710743094,38.25,1.0,0,2.9
TXN_100165,1031.0,504,66.1,1,5.0,view,mobile_app,2024-05-26 11:36:18,2024-05-26 11:36:18,1716723378,66.1,1.0,0,5.0
TXN_100166,1045.0,510,41.59,1,4.8,add_to_cart,mobile_app,2024-06-17 12:17:00,2024-06-17 12:17:00,1718626620,41.59,2.0,0,9.6
TXN_100167,1037.0,502,55.15,2,4.7,view,web,2024-05-07 09:49:51,2024-05-07 09:49:51,1715075391,110.3,1.0,1,4.7
TXN_100168,1015.0,520,20.5,1,3.7,view,mobile_app,2024-02-26 20:12:39,2024-02-26 20:12:39,1708978359,20.5,1.0,0,3.7
TXN_100169,1017.0,505,95.63,1,4.5,view,web,2024-06-09 20:02:19,2024-06-09 20:02:19,1717963339,95.63,1.0,1,4.5
TXN_100170,1029.0,502,53.31,1,3.3,add_to_cart,web,2024-02-03 02:58:18,2024-02-03 02:58:18,1706929098,53.31,2.0,1,6.6
TXN_100171,1021.0,514,35.78,5,2.8,add_to_cart,mobile_app,2024-02-03 17:56:23,2024-02-03 17:56:23,1706982983,178.9,2.0,0,5.6
TXN_100172,1034.0,517,49.13,4,5.0,add_to_cart,mobile_app,2024-02-12 08:58:52,2024-02-12 08:58:52,1707728332,196.52,2.0,0,10.0
TXN_100173,1031.0,510,44.93,2,2.5,view,mobile_app,2024-03-27 03:29:04,2024-03-27 03:29:04,1711510144,89.86,1.0,0,2.5
TXN_100174,1010.0,508,17.27,3,3.4,purchase,web,2024-06-21 12:54:51,2024-06-21 12:54:51,1718974491,51.81,3.0,1,10.2
TXN_100175,1036.0,512,144.24,1,5.0,purchase,mobile_app,2024-04-11 00:16:34,2024-04-11 00:16:34,1712794594,144.24,3.0,0,15.0
TXN_100176,1008.0,515,11.01,1,4.2,purchase,web,2024-06-21 08:37:24,2024-06-21 08:37:24,1718959044,11.01,3.0,1,12.600000000000001
TXN_100178,1036.0,511,56.29,2,4.4,view,mobile_app,2024-02-26 20:04:40,2024-02-26 20:04:40,1708977880,112.58,1.0,0,4.4
TXN_100179,1030.0,510,44.48,1,4.0,purchase,mobile_app,2024-01-30 04:02:02,2024-01-30 04:02:02,1706587322,44.48,3.0,0,12.0
TXN_100180,1020.0,516,58.63,2,2.3,view,mobile_app,2024-03-01 17:08:24,2024-03-01 17:08:24,1709312904,117.26,1.0,0,2.3
TXN_100181,1030.0,512,153.45,1,3.2,view,mobile_app,2024-06-27 17:26:37,2024-06-27 17:26:37,1719509197,153.45,1.0,0,3.2
TXN_100182,1048.0,505,98.18,2,4.8,view,mobile_app,2024-06-16 03:53:31,2024-06-16 03:53:31,1718510011,196.36,1.0,0,4.8
TXN_100183,1040.0,514,38.76,1,3.5,add_to_cart,mobile_app,2024-03-12 01:44:23,2024-03-12 01:44:23,1710207863,38.76,2.0,0,7.0
TXN_100184,1014.0,515,11.1,1,3.9,view,web,2024-03-01 11:06:43,2024-03-01 11:06:43,1709291203,11.1,1.0,1,3.9
TXN_100185,1024.0,518,83.78,1,3.2,view,web,2024-06-14 11:03:25,2024-06-14 11:03:25,1718363005,83.78,1.0,1,3.2
TXN_100186,1018.0,507,38.16,2,3.6,add_to_cart,web,2024-04-26 02:42:13,2024-04-26 02:42:13,1714099333,76.32,2.0,1,7.2
TXN_100187,1042.0,520,20.85,2,5.0,purchase,web,2024-01-13 10:15:08,2024-01-13 10:15:08,1705140908,41.7,3.0,1,15.0
TXN_100188,1037.0,507,34.71,4,3.2,view,web,2024-05-21 06:37:13,2024-05-21 06:37:13,1716273433,138.84,1.0,1,3.2
TXN_100189,1015.0,511,55.49,2,3.4,purchase,mobile_app,2024-06-01 00:17:54,2024-06-01 00:17:54,1717201074,110.98,3.0,0,10.2
TXN_100190,1010.0,505,94.75,4,4.5,purchase,web,2024-02-14 03:42:55,2024-02-14 03:42:55,1707882175,379.0,3.0,1,13.5
TXN_100191,1002.0,505,89.54,1,3.5,view,mobile_app,2024-03-01 18:20:01,2024-03-01 18:20:01,1709317201,89.54,1.0,0,3.5
TXN_100192,1012.0,509,36.62,4,3.3,purchase,mobile_app,2024-04-17 16:07:47,2024-04-17 16:07:47,1713370067,146.48,3.0,0,9.899999999999999
TXN_100193,1005.0,516,60.76,1,3.4,view,web,2024-04-02 16:37:06,2024-04-02 16:37:06,1712075826,60.76,1.0,1,3.4
TXN_100194,1029.0,517,45.7,1,3.7,view,mobile_app,2024-06-06 01:46:50,2024-06-06 01:46:50,1717638410,45.7,1.0,0,3.7
TXN_100195,1043.0,517,46.1,4,3.9,view,web,2024-06-13 00:03:30,2024-06-13 00:03:30,1718237010,184.4,1.0,1,3.9
TXN_100196,1026.0,514,37.78,1,2.6,view,web,2024-05-05 22:58:28,2024-05-05 22:58:28,1714949908,37.78,1.0,1,2.6
TXN_100197,1005.0,503,12.11,4,3.7,add_to_cart,web,2024-02-07 02:08:17,2024-02-07 02:08:17,1707271697,48.44,2.0,1,7.4
TXN_100198,1040.0,519,53.04,2,5.0,add_to_cart,mobile_app,2024-03-24 12:38:33,2024-03-24 12:38:33,1711283913,106.08,2.0,0,10.0
TXN_100199,1019.0,515,11.17,2,4.1,purchase,mobile_app,2024-04-20 03:50:44,2024-04-20 03:50:44,1713585044,22.34,3.0,0,12.299999999999999
TXN_100200,1008.0,518,82.25,2,4.8,add_to_cart,web,2024-02-25 13:28:56,2024-02-25 13:28:56,1708867736,164.5,2.0,1,9.6
TXN_100201,1015.0,514,36.42,1,2.8,purchase,mobile_app,2024-04-26 12:26:46,2024-04-26 12:26:46,1714134406,36.42,3.0,0,8.399999999999999
TXN_100202,1007.0,511,53.52,2,3.2,view,web,2024-06-19 08:23:09,2024-06-19 08:23:09,1718785389,107.04,1.0,1,3.2
TXN_100203,1044.0,516,58.31,2,3.0,view,mobile_app,2024-01-22 02:27:06,2024-01-22 02:27:06,1705890426,116.62,1.0,0,3.0
TXN_100204,1048.0,512,155.69,1,3.8,view,mobile_app,2024-05-22 01:37:35,2024-05-22 01:37:35,1716341855,155.69,1.0,0,3.8
TXN_100205,1036.0,511,54.9,1,4.7,view,mobile_app,2024-04-15 11:55:42,2024-04-15 11:55:42,1713182142,54.9,1.0,0,4.7
TXN_100206,1049.0,514,38.49,1,3.7,purchase,mobile_app,2024-01-14 09:38:19,2024-01-14 09:38:19,1705225099,38.49,3.0,0,11.100000000000001
TXN_100207,1023.0,504,68.54,2,5.0,purchase,mobile_app,2024-02-24 04:42:30,2024-02-24 04:42:30,1708749750,137.08,3.0,0,15.0
TXN_100208,1015.0,504,66.91,1,3.4,add_to_cart,mobile_app,2024-05-22 11:07:48,2024-05-22 11:07:48,1716376068,66.91,2.0,0,6.8
TXN_100209,1018.0,519,51.25,1,4.8,view,mobile_app,2024-04-19 17:49:52,2024-04-19 17:49:52,1713548992,51.25,1.0,0,4.8
TXN_100211,1043.0,509,36.52,1,4.2,add_to_cart,web,2024-03-10 22:48:19,2024-03-10 22:48:19,1710110899,36.52,2.0,1,8.4
TXN_100212,1022.0,512,142.91,1,3.4,view,web,2024-02-06 18:42:25,2024-02-06 18:42:25,1707244945,142.91,1.0,1,3.4
TXN_100213,1005.0,505,96.75,1,2.0,purchase,mobile_app,2024-01-08 02:47:33,2024-01-08 02:47:33,1704682053,96.75,3.0,0,6.0
TXN_100214,1014.0,513,26.53,1,3.7,view,mobile_app,2024-03-28 05:23:19,2024-03-28 05:23:19,1711603399,26.53,1.0,0,3.7
TXN_100215,1047.0,511,55.5,2,3.4,view,mobile_app,2024-05-25 19:05:56,2024-05-25 19:05:56,1716663956,111.0,1.0,0,3.4
TXN_100216,1004.0,505,90.95,5,2.8,view,mobile_app,2024-06-07 01:43:05,2024-06-07 01:43:05,1717724585,454.75,1.0,0,2.8
TXN_100217,1018.0,515,11.35,2,3.6,purchase,mobile_app,2024-05-04 19:28:26,2024-05-04 19:28:26,1714850906,22.7,3.0,0,10.8
TXN_100218,1018.0,507,37.34,2,4.1,view,web,2024-01-30 11:27:07,2024-01-30 11:27:07,1706614027,74.68,1.0,1,4.1
TXN_100219,1019.0,519,52.7,1,5.0,view,web,2024-06-19 09:02:14,2024-06-19 09:02:14,1718787734,52.7,1.0,1,5.0
TXN_100220,1026.0,520,18.93,2,3.1,view,mobile_app,2024-02-22 09:13:49,2024-02-22 09:13:49,1708593229,37.86,1.0,0,3.1
TXN_100221,1009.0,509,37.58,1,4.6,view,mobile_app,2024-01-31 00:31:47,2024-01-31 00:31:47,1706661107,37.58,1.0,0,4.6
TXN_100223,1036.0,512,143.96,2,4.0,purchase,mobile_app,2024-01-11 13:01:29,2024-01-11 13:01:29,1704978089,287.92,3.0,0,12.0
TXN_100224,1005.0,511,54.36,3,3.6,add_to_cart,web,2024-05-26 12:45:40,2024-05-26 12:45:40,1716727540,163.08,2.0,1,7.2
TXN_100225,1027.0,510,42.02,1,3.7,view,web,2024-01-06 10:10:51,2024-01-06 10:10:51,1704535851,42.02,1.0,1,3.7
TXN_100226,1040.0,515,11.55,1,4.3,view,mobile_app,2024-04-02 02:27:54,2024-04-02 02:27:54,1712024874,11.55,1.0,0,4.3
TXN_100227,1007.0,508,16.52,1,4.5,add_to_cart,web,2024-04-12 16:05:25,2024-04-12 16:05:25,1712937925,16.52,2.0,1,9.0
TXN_100228,1020.0,511,52.35,1,3.5,view,mobile_app,2024-02-13 02:32:40,2024-02-13 02:32:40,1707791560,52.35,1.0,0,3.5
TXN_100229,1008.0,517,47.13,5,4.9,view,mobile_app,2024-03-30 11:46:52,2024-03-30 11:46:52,1711799212,235.65,1.0,0,4.9
TXN_100230,1042.0,505,91.73,1,3.6,view,mobile_app,2024-02-07 08:12:11,2024-02-07 08:12:11,1707293531,91.73,1.0,0,3.6
TXN_100232,1041.0,516,60.86,3,3.8,add_to_cart,mobile_app,2024-05-24 18:28:43,2024-05-24 18:28:43,1716575323,182.58,2.0,0,7.6
TXN_100233,1037.0,520,19.49,1,3.0,view,web,2024-06-09 10:09:28,2024-06-09 10:09:28,1717927768,19.49,1.0,1,3.0
TXN_100234,1005.0,516,60.72,2,2.7,purchase,web,2024-03-18 08:37:03,2024-03-18 08:37:03,1710751023,121.44,3.0,1,8.100000000000001
TXN_100235,1023.0,517,44.97,3,4.7,purchase,mobile_app,2024-04-28 14:02:03,2024-04-28 14:02:03,1714312923,134.91,3.0,0,14.100000000000001
TXN_100236,1024.0,510,41.84,1,3.7,view,mobile_app,2024-01-24 19:38:32,2024-01-24 19:38:32,1706125112,41.84,1.0,0,3.7
TXN_100237,1025.0,515,11.26,1,4.7,view,web,2024-01-11 14:58:51,2024-01-11 14:58:51,1704985131,11.26,1.0,1,4.7
TXN_100238,1037.0,507,35.68,1,3.6,view,mobile_app,2024-05-01 16:09:03,2024-05-01 16:09:03,1714579743,35.68,1.0,0,3.6
TXN_100240,1042.0,506,18.2,1,2.7,purchase,web,2024-04-22 14:33:33,2024-04-22 14:33:33,1713796413,18.2,3.0,1,8.100000000000001
TXN_100241,1040.0,506,18.85,3,3.2,view,mobile_app,2024-03-13 12:26:49,2024-03-13 12:26:49,1710332809,56.55,1.0,0,3.2
TXN_100242,1022.0,520,18.93,2,4.0,view,mobile_app,2024-06-10 20:21:04,2024-06-10 20:21:04,1718050864,37.86,1.0,0,4.0
TXN_100243,1022.0,504,68.4,5,4.4,view,mobile_app,2024-04-08 09:16:46,2024-04-08 09:16:46,1712567806,342.0,1.0,0,4.4
TXN_100244,1043.0,520,20.65,2,3.5,add_to_cart,web,2024-03-26 02:37:42,2024-03-26 02:37:42,1711420662,41.3,2.0,1,7.0
TXN_100245,1010.0,512,147.73,1,2.5,view,mobile_app,2024-06-16 22:42:25,2024-06-16 22:42:25,1718577745,147.73,1.0,0,2.5
TXN_100246,1009.0,520,20.3,1,4.6,purchase,web,2024-01-22 09:35:24,2024-01-22 09:35:24,1705916124,20.3,3.0,1,13.799999999999999
TXN_100247,1042.0,511,55.71,3,3.5,purchase,web,2024-06-20 22:53:47,2024-06-20 22:53:47,1718924027,167.13,3.0,1,10.5
TXN_100248,1044.0,517,45.07,1,3.5,add_to_cart,mobile_app,2024-06-20 13:32:23,2024-06-20 13:32:23,1718890343,45.07,2.0,0,7.0
TXN_100249,1002.0,512,147.71,3,4.3,view,web,2024-02-24 10:49:31,2024-02-24 10:49:31,1708771771,443.13,1.0,1,4.3
TXN_100250,1013.0,508,17.51,2,4.5,purchase,web,2024-02-09 02:18:54,2024-02-09 02:18:54,1707445134,35.02,3.0,1,13.5
TXN_100251,1007.0,517,48.42,2,3.0,view,mobile_app,2024-05-14 01:42:21,2024-05-14 01:42:21,1715650941,96.84,1.0,0,3.0
TXN_100252,1050.0,520,19.09,2,3.0,view,mobile_app,2024-04-06 04:10:11,2024-04-06 04:10:11,1712376611,38.18,1.0,0,3.0
TXN_100253,1045.0,520,20.51,1,2.6,add_to_cart,web,2024-02-12 23:28:02,2024-02-12 23:28:02,1707780482,20.51,2.0,1,5.2
TXN_100254,1027.0,512,153.54,1,5.0,view,web,2024-03-01 14:39:18,2024-03-01 14:39:18,1709303958,153.54,1.0,1,5.0
TXN_100255,1049.0,515,10.85,3,3.1,add_to_cart,web,2024-03-02 09:51:50,2024-03-02 09:51:50,1709373110,32.55,2.0,1,6.2
TXN_100256,1031.0,507,35.86,1,3.4,purchase,web,2024-05-26 14:29:49,2024-05-26 14:29:49,1716733789,35.86,3.0,1,10.2
TXN_100257,1019.0,513,26.76,1,2.8,add_to_cart,web,2024-04-17 05:52:12,2024-04-17 05:52:12,1713333132,26.76,2.0,1,5.6
TXN_100259,1024.0,518,84.05,2,3.9,view,mobile_app,2024-05-12 03:18:05,2024-05-12 03:18:05,1715483885,168.1,1.0,0,3.9
TXN_100260,1049.0,506,18.67,2,2.5,view,mobile_app,2024-05-11 04:53:27,2024-05-11 04:53:27,1715403207,37.34,1.0,0,2.5
TXN_100261,1006.0,508,17.19,2,5.0,purchase,mobile_app,2024-03-30 00:26:03,2024-03-30 00:26:03,1711758363,34.38,3.0,0,15.0
TXN_100262,1026.0,517,46.46,1,5.0,add_to_cart,web,2024-04-08 02:23:14,2024-04-08 02:23:14,1712542994,46.46,2.0,1,10.0
TXN_100263,1002.0,511,56.38,1,3.4,view,web,2024-06-15 10:50:09,2024-06-15 10:50:09,1718448609,56.38,1.0,1,3.4
TXN_100264,1009.0,502,51.68,1,5.0,add_to_cart,mobile_app,2024-04-30 22:53:08,2024-04-30 22:53:08,1714517588,51.68,2.0,0,10.0
TXN_100266,1014.0,505,94.84,1,3.6,view,mobile_app,2024-06-04 16:27:07,2024-06-04 16:27:07,1717518427,94.84,1.0,0,3.6
TXN_100267,1050.0,510,42.59,4,4.6,view,mobile_app,2024-02-01 01:15:26,2024-02-01 01:15:26,1706750126,170.36,1.0,0,4.6
TXN_100268,1041.0,520,19.77,1,3.9,view,mobile_app,2024-01-29 15:38:34,2024-01-29 15:38:34,1706542714,19.77,1.0,0,3.9
TXN_100269,1002.0,517,47.45,3,5.0,view,mobile_app,2024-02-06 09:27:00,2024-02-06 09:27:00,1707211620,142.35,1.0,0,5.0
TXN_100270,1040.0,512,146.63,2,5.0,add_to_cart,mobile_app,2024-04-16 05:42:42,2024-04-16 05:42:42,1713246162,293.26,2.0,0,10.0
TXN_100271,1006.0,517,49.43,2,5.0,add_to_cart,mobile_app,2024-01-18 16:34:32,2024-01-18 16:34:32,1705595672,98.86,2.0,0,10.0
TXN_100272,1033.0,518,76.32,1,3.5,view,web,2024-04-30 01:40:24,2024-04-30 01:40:24,1714441224,76.32,1.0,1,3.5
TXN_100273,1024.0,509,39.43,1,5.0,add_to_cart,mobile_app,2024-04-01 02:22:15,2024-04-01 02:22:15,1711938135,39.43,2.0,0,10.0
TXN_100274,1047.0,504,69.92,1,4.6,add_to_cart,web,2024-03-26 04:02:22,2024-03-26 04:02:22,1711425742,69.92,2.0,1,9.2
TXN_100275,1035.0,511,55.71,1,4.1,view,web,2024-02-14 21:29:44,2024-02-14 21:29:44,1707946184,55.71,1.0,1,4.1
TXN_100276,1031.0,506,19.75,1,2.9,view,mobile_app,2024-01-17 22:49:29,2024-01-17 22:49:29,1705531769,19.75,1.0,0,2.9
TXN_100277,1003.0,510,42.42,1,3.4,view,web,2024-02-21 01:20:59,2024-02-21 01:20:59,1708478459,42.42,1.0,1,3.4
TXN_100278,1020.0,517,46.58,2,5.0,view,web,2024-05-19 15:16:02,2024-05-19 15:16:02,1716131762,93.16,1.0,1,5.0
TXN_100279,1049.0,507,35.55,2,4.3,add_to_cart,mobile_app,2024-01-13 20:21:17,2024-01-13 20:21:17,1705177277,71.1,2.0,0,8.6
TXN_100280,1008.0,512,149.75,1,3.7,add_to_cart,mobile_app,2024-04-12 23:28:57,2024-04-12 23:28:57,1712964537,149.75,2.0,0,7.4
TXN_100281,1025.0,511,56.62,1,3.3,view,mobile_app,2024-05-07 22:31:23,2024-05-07 22:31:23,1715121083,56.62,1.0,0,3.3
TXN_100282,1034.0,509,39.65,5,4.3,add_to_cart,mobile_app,2024-04-18 02:27:38,2024-04-18 02:27:38,1713407258,198.25,2.0,0,8.6
TXN_100284,1019.0,510,43.55,1,2.7,view,mobile_app,2024-04-19 05:44:28,2024-04-19 05:44:28,1713505468,43.55,1.0,0,2.7
TXN_100285,1023.0,515,10.62,1,4.8,view,mobile_app,2024-03-31 19:27:17,2024-03-31 19:27:17,1711913237,10.62,1.0,0,4.8
TXN_100286,1041.0,502,50.5,1,5.0,view,web,2024-06-12 12:23:32,2024-06-12 12:23:32,1718195012,50.5,1.0,1,5.0
TXN_100287,1048.0,506,20.03,1,3.9,add_to_cart,mobile_app,2024-02-06 19:43:50,2024-02-06 19:43:50,1707248630,20.03,2.0,0,7.8
TXN_100288,1029.0,502,50.79,1,3.7,add_to_cart,web,2024-03-01 20:23:23,2024-03-01 20:23:23,1709324603,50.79,2.0,1,7.4
TXN_100289,1025.0,519,50.17,1,5.0,view,web,2024-02-09 21:28:23,2024-02-09 21:28:23,1707514103,50.17,1.0,1,5.0
TXN_100290,1024.0,515,11.47,1,4.7,purchase,web,2024-05-26 04:33:23,2024-05-26 04:33:23,1716698003,11.47,3.0,1,14.100000000000001
TXN_100291,1026.0,511,54.78,1,5.0,view,web,2024-03-04 03:01:47,2024-03-04 03:01:47,1709521307,54.78,1.0,1,5.0
TXN_100292,1012.0,516,61.21,1,2.6,purchase,web,2024-05-23 03:16:49,2024-05-23 03:16:49,1716434209,61.21,3.0,1,7.800000000000001
TXN_100293,1017.0,515,10.83,2,4.5,view,mobile_app,2024-06-05 09:44:58,2024-06-05 09:44:58,1717580698,21.66,1.0,0,4.5
TXN_100294,1032.0,507,34.92,3,2.1,add_to_cart,web,2024-01-19 14:11:57,2024-01-19 14:11:57,1705673517,104.76,2.0,1,4.2
TXN_100296,1046.0,503,12.41,2,5.0,view,web,2024-03-15 09:54:10,2024-03-15 09:54:10,1710496450,24.82,1.0,1,5.0
TXN_100297,1046.0,506,19.71,1,2.1,view,web,2024-05-10 07:07:12,2024-05-10 07:07:12,1715324832,19.71,1.0,1,2.1
TXN_100298,1009.0,508,17.14,1,3.7,add_to_cart,web,2024-01-07 11:35:36,2024-01-07 11:35:36,1704627336,17.14,2.0,1,7.4
TXN_100299,1024.0,515,11.52,1,2.2,add_to_cart,web,2024-05-21 04:39:56,2024-05-21 04:39:56,1716266396,11.52,2.0,1,4.4
TXN_100300,1006.0,503,12.09,1,3.6,view,web,2024-05-02 16:26:49,2024-05-02 16:26:49,1714667209,12.09,1.0,1,3.6
